Date,Spend,AMS_revenue,Impressions,Clicks,PID,CID
11-06-2018,0.82,17.98,703,5,p118,c11
18-06-2018,0,0,841,0,p118,c11
25-06-2018,1.05,0,586,3,p118,c11
02-07-2018,0,0,506,0,p118,c11
09-07-2018,3.19,0,344,9,p118,c11
16-07-2018,2.88,50.35,441,9,p118,c11
23-07-2018,1.28,0,424,5,p118,c11
30-07-2018,1.16,9.99,548,5,p118,c11
06-08-2018,0.11,26.62,557,1,p118,c11
13-08-2018,1,37,985,4,p118,c11
20-08-2018,3.55,85.93,1013,14,p118,c11
27-08-2018,10.16,43.06,6744,36,p118,c11
03-09-2018,28.73,316.31,23839,87,p118,c11
10-09-2018,29.64,179.23,25083,82,p118,c11
17-09-2018,50.97,277.4,35195,138,p118,c11
24-09-2018,82.84,436.98,101714,211,p118,c11
01-10-2018,24.13,62.05,38071,62,p118,c11
08-10-2018,0,0,0,0,p118,c11
12-11-2018,0.94,0,317,1,p118,c11
19-11-2018,9.28,0,965,10,p118,c11
26-11-2018,7.64,0,1968,12,p118,c11
03-12-2018,4.95,19.98,2551,8,p118,c11
10-12-2018,2.26,0,1281,5,p118,c11
17-12-2018,2.84,9.98,948,5,p118,c11
24-12-2018,0.25,9.98,424,1,p118,c11
01-01-2018,11.63,164.16,7885,55,p119,c9
08-01-2018,24.04,161.28,12720,68,p119,c9
15-01-2018,25.57,134.67,7325,73,p119,c9
22-01-2018,17.83,268.76,5337,61,p119,c9
29-01-2018,3.8,30.12,1748,15,p119,c9
05-02-2018,0,0,0,0,p119,c9
12-02-2018,0,0,0,0,p119,c9
19-02-2018,0,0,0,0,p119,c9
26-02-2018,0,0,0,0,p119,c9
05-03-2018,0,0,0,0,p119,c9
12-03-2018,0,0,0,0,p119,c9
19-03-2018,12.1,304.97,9132,63,p119,c9
26-03-2018,14.64,29.99,11127,56,p119,c9
02-04-2018,8.49,89.97,2818,23,p119,c9
09-04-2018,20.48,50.4,1892,34,p119,c9
16-04-2018,18.35,275.52,2486,43,p119,c9
23-04-2018,11.37,171.8,3897,46,p119,c9
30-04-2018,11.04,99.62,6413,40,p119,c9
07-05-2018,14.96,26.49,10371,51,p119,c9
14-05-2018,16.02,144.91,6714,51,p119,c9
21-05-2018,8.85,229.3,6017,31,p119,c9
28-05-2018,11.1,63.48,6653,38,p119,c9
04-06-2018,15.84,215.23,6870,48,p119,c9
11-06-2018,26.45,196.67,6535,67,p119,c9
18-06-2018,15.29,83.01,7124,41,p119,c9
25-06-2018,10.45,125.91,4631,35,p119,c9
02-07-2018,7.37,45.18,2431,28,p119,c9
09-07-2018,5.3,70.45,1380,18,p119,c9
16-07-2018,2.83,93.98,2136,24,p119,c9
23-07-2018,8.72,115.6,1773,33,p119,c9
30-07-2018,8.3,60.36,2285,31,p119,c9
06-08-2018,13.61,274.04,2688,49,p119,c9
13-08-2018,12.93,369.37,3962,54,p119,c9
20-08-2018,25.29,330.01,8480,91,p119,c9
27-08-2018,36.52,254.84,14775,131,p119,c9
03-09-2018,33.65,555.69,16647,123,p119,c9
10-09-2018,40.98,272.94,15778,137,p119,c9
17-09-2018,33.27,181.18,14246,116,p119,c9
24-09-2018,53.99,314.44,25868,167,p119,c9
01-10-2018,16.34,319.96,11135,59,p119,c9
08-10-2018,0,0,1,0,p119,c9
15-10-2018,0,0,6,0,p119,c9
22-10-2018,0,0,6,0,p119,c9
29-10-2018,0,0,17,0,p119,c9
05-11-2018,0,0,9,0,p119,c9
12-11-2018,0,0,8,0,p119,c9
19-11-2018,0.2,0,3598,1,p119,c9
26-11-2018,0,0,9,0,p119,c9
03-12-2018,0,0,7,0,p119,c9
10-12-2018,0,0,8,0,p119,c9
17-12-2018,0,0,4,0,p119,c9
24-12-2018,0,0,3,0,p119,c9
01-01-2018,10.38,141.21,8317,42,p120,c12
08-01-2018,16.04,83.67,10910,55,p120,c12
15-01-2018,18.83,139.45,12537,62,p120,c12
22-01-2018,23.28,189.38,14269,81,p120,c12
29-01-2018,10.37,66.42,8032,36,p120,c12
05-02-2018,0,0,0,0,p120,c12
12-02-2018,0,0,0,0,p120,c12
19-02-2018,0,0,0,0,p120,c12
26-02-2018,0,0,0,0,p120,c12
05-03-2018,0,0,0,0,p120,c12
12-03-2018,0,0,0,0,p120,c12
19-03-2018,0,0,0,0,p120,c12
26-03-2018,3.17,15.31,2099,29,p120,c12
02-04-2018,1.2,11.62,1914,16,p120,c12
09-04-2018,3.96,20.99,2203,25,p120,c12
16-04-2018,9.53,173.28,3466,49,p120,c12
23-04-2018,12.83,130.12,6575,63,p120,c12
30-04-2018,14.61,223.86,8671,75,p120,c12
07-05-2018,11.43,69.93,6030,51,p120,c12
14-05-2018,16.85,178.91,9394,82,p120,c12
21-05-2018,19.37,208.43,12584,90,p120,c12
28-05-2018,22.4,397.18,15504,101,p120,c12
04-06-2018,18.2,190.16,14491,84,p120,c12
11-06-2018,18.92,352.18,12787,88,p120,c12
18-06-2018,20.07,158.26,17533,80,p120,c12
25-06-2018,37.96,272.23,43712,134,p120,c12
02-07-2018,42.46,317.92,51009,149,p120,c12
09-07-2018,64.05,256.88,56726,184,p120,c12
16-07-2018,50.4,280.79,47268,176,p120,c12
23-07-2018,40.81,450.73,28799,142,p120,c12
30-07-2018,24.23,277.78,27607,106,p120,c12
06-08-2018,36.02,356.65,27818,150,p120,c12
13-08-2018,27.17,309.41,27637,118,p120,c12
20-08-2018,27.04,226.62,24927,114,p120,c12
27-08-2018,23.58,261.14,23501,95,p120,c12
03-09-2018,24.39,236.72,26523,103,p120,c12
10-09-2018,23.66,302.61,21663,95,p120,c12
17-09-2018,22.22,199.16,22005,99,p120,c12
24-09-2018,22.09,285.48,20563,100,p120,c12
01-10-2018,23.39,257.28,24442,101,p120,c12
08-10-2018,19.34,124.78,22128,84,p120,c12
15-10-2018,16.71,212.71,26829,78,p120,c12
22-10-2018,18.97,82.36,29519,83,p120,c12
29-10-2018,16.66,238.74,30482,73,p120,c12
05-11-2018,28.72,148.57,37888,126,p120,c12
12-11-2018,25.3,248.16,40797,110,p120,c12
19-11-2018,32.35,378.19,58009,137,p120,c12
26-11-2018,35.37,453.31,58430,160,p120,c12
03-12-2018,38.49,329.74,57375,153,p120,c12
10-12-2018,47.34,525.87,66743,194,p120,c12
17-12-2018,23.15,264.2,55662,88,p120,c12
24-12-2018,16.04,144.49,21420,61,p120,c12
01-01-2018,0.53,0,338,3,p121,c5
08-01-2018,0.15,0,166,1,p121,c5
15-01-2018,0.32,53.14,155,5,p121,c5
22-01-2018,0.48,0,164,4,p121,c5
29-01-2018,0,0,36,0,p121,c5
05-02-2018,0,0,0,0,p121,c5
12-02-2018,0,0,0,0,p121,c5
19-02-2018,0,0,0,0,p121,c5
26-02-2018,0,0,0,0,p121,c5
05-03-2018,0,0,0,0,p121,c5
12-03-2018,0,0,0,0,p121,c5
19-03-2018,0,0,0,0,p121,c5
26-03-2018,0.17,0,121,1,p121,c5
02-04-2018,0.88,34.38,116,3,p121,c5
09-04-2018,1.05,116.12,140,7,p121,c5
16-04-2018,0.54,0,177,4,p121,c5
23-04-2018,1.22,0,221,6,p121,c5
30-04-2018,0.75,0,221,2,p121,c5
07-05-2018,0.57,15.79,197,4,p121,c5
14-05-2018,2.16,31.58,226,9,p121,c5
21-05-2018,1.45,64.06,369,5,p121,c5
28-05-2018,0.65,81.15,272,3,p121,c5
04-06-2018,1.11,39.73,273,6,p121,c5
11-06-2018,2.16,17.45,253,7,p121,c5
18-06-2018,2.53,67.25,351,8,p121,c5
25-06-2018,1.28,0,402,5,p121,c5
02-07-2018,0.15,28.48,240,1,p121,c5
09-07-2018,1.34,111.83,357,5,p121,c5
16-07-2018,1.54,576.97,276,6,p121,c5
23-07-2018,0.76,57.36,173,5,p121,c5
30-07-2018,2.69,58.36,307,11,p121,c5
06-08-2018,1.26,49.77,213,6,p121,c5
13-08-2018,1.26,51.47,442,6,p121,c5
20-08-2018,3.32,111.98,565,11,p121,c5
27-08-2018,3.84,130.08,687,14,p121,c5
03-09-2018,9.58,159.99,6714,31,p121,c5
10-09-2018,6.9,31.65,4131,24,p121,c5
17-09-2018,7.06,119.9,3365,24,p121,c5
24-09-2018,6.56,60.24,2660,25,p121,c5
01-10-2018,3.41,47.99,2158,13,p121,c5
08-10-2018,4.68,76.75,3089,16,p121,c5
15-10-2018,3.27,51.36,2935,10,p121,c5
22-10-2018,6.48,63.68,4359,20,p121,c5
29-10-2018,3.43,407.53,4149,16,p121,c5
05-11-2018,13.7,27.38,7883,43,p121,c5
12-11-2018,10.66,120.84,12953,41,p121,c5
19-11-2018,11.72,128.73,14333,44,p121,c5
26-11-2018,9.12,97.45,12096,34,p121,c5
03-12-2018,9.35,84.13,12946,39,p121,c5
10-12-2018,8.59,241.86,8426,34,p121,c5
17-12-2018,5.28,121.12,4937,20,p121,c5
24-12-2018,4.88,103.56,3810,15,p121,c5
01-01-2018,6.93,99.1,4848,15,p122,c10
08-01-2018,5.05,114.98,4205,16,p122,c10
15-01-2018,5.81,114.11,2526,19,p122,c10
22-01-2018,6.57,27.29,3691,20,p122,c10
29-01-2018,2.19,27.29,965,8,p122,c10
05-02-2018,0,0,0,0,p122,c10
12-02-2018,0,0,0,0,p122,c10
19-02-2018,0,0,0,0,p122,c10
26-02-2018,0,0,0,0,p122,c10
05-03-2018,0,0,0,0,p122,c10
12-03-2018,0,0,0,0,p122,c10
19-03-2018,4.75,178.82,2130,14,p122,c10
26-03-2018,8.36,334.83,5005,36,p122,c10
02-04-2018,11.53,27.35,3945,24,p122,c10
09-04-2018,24.94,166.57,21706,65,p122,c10
16-04-2018,15.63,212.35,13178,46,p122,c10
23-04-2018,10.19,48.34,7247,33,p122,c10
30-04-2018,12.75,20.99,10282,36,p122,c10
07-05-2018,24.53,204,30455,61,p122,c10
14-05-2018,40.54,61.87,30795,84,p122,c10
21-05-2018,31.69,129.62,30018,88,p122,c10
28-05-2018,29.8,407.52,41085,98,p122,c10
04-06-2018,29.89,184.7,42110,82,p122,c10
11-06-2018,35.59,185.55,36437,87,p122,c10
18-06-2018,20.73,28.49,29418,62,p122,c10
25-06-2018,20.95,657.49,24515,67,p122,c10
09-07-2018,24.8,249.82,38384,83,p122,c10
16-07-2018,27.71,71.47,39468,100,p122,c10
23-07-2018,16.03,138.16,34405,61,p122,c10
30-07-2018,17.22,63.47,23011,63,p122,c10
06-08-2018,16.22,176.93,23424,59,p122,c10
13-08-2018,17.57,415.46,28221,68,p122,c10
20-08-2018,11.06,56.19,26299,42,p122,c10
27-08-2018,13.82,118.46,26838,58,p122,c10
03-09-2018,12.94,142.86,31512,52,p122,c10
10-09-2018,18.45,175.43,45239,72,p122,c10
17-09-2018,14.65,165.69,43679,58,p122,c10
24-09-2018,14.93,94.96,33783,48,p122,c10
01-10-2018,11.65,58.48,31910,50,p122,c10
08-10-2018,13.43,201.92,38355,48,p122,c10
15-10-2018,17.17,107.46,37546,52,p122,c10
22-10-2018,20.52,186.73,42751,64,p122,c10
29-10-2018,19.44,319.56,45564,64,p122,c10
05-11-2018,25.75,339.48,62709,94,p122,c10
12-11-2018,14.95,286.82,42107,56,p122,c10
19-11-2018,9.03,393.76,30126,43,p122,c10
26-11-2018,20.36,472.91,38009,66,p122,c10
03-12-2018,32.34,247.45,42442,84,p122,c10
10-12-2018,23.22,245.16,38832,57,p122,c10
17-12-2018,19.75,143.08,25969,58,p122,c10
24-12-2018,14.53,14.99,16193,41,p122,c10
01-01-2018,9.69,44.25,4204,35,p123,c14
08-01-2018,5.51,20.92,5549,26,p123,c14
15-01-2018,9.39,98.37,8311,47,p123,c14
22-01-2018,12.26,126.56,8422,48,p123,c14
29-01-2018,4.57,0,1747,14,p123,c14
05-02-2018,0,0,0,0,p123,c14
12-02-2018,0,0,0,0,p123,c14
19-02-2018,0,0,0,0,p123,c14
26-02-2018,0,0,0,0,p123,c14
05-03-2018,0,0,0,0,p123,c14
12-03-2018,0,0,0,0,p123,c14
19-03-2018,0,0,0,0,p123,c14
26-03-2018,1.96,0,1096,5,p123,c14
02-04-2018,4.25,424.52,970,11,p123,c14
09-04-2018,5.92,309.13,1782,17,p123,c14
16-04-2018,7.73,50.8,2860,26,p123,c14
23-04-2018,12.83,141.9,4900,29,p123,c14
30-04-2018,33.5,557.36,15258,67,p123,c14
07-05-2018,15.68,90.21,7479,36,p123,c14
14-05-2018,18.18,186.33,8813,50,p123,c14
21-05-2018,24.57,187.51,8469,59,p123,c14
28-05-2018,23.36,213.23,11596,65,p123,c14
04-06-2018,19.39,322.54,11764,68,p123,c14
11-06-2018,22.6,173.76,9323,57,p123,c14
18-06-2018,29.37,191.08,12787,70,p123,c14
25-06-2018,9.95,103.08,7428,37,p123,c14
02-07-2018,21.16,454.97,7892,68,p123,c14
09-07-2018,14.99,223.94,7840,62,p123,c14
16-07-2018,21.13,219.02,10470,71,p123,c14
23-07-2018,12.36,178.22,7306,43,p123,c14
30-07-2018,21.76,441.73,9782,71,p123,c14
06-08-2018,12.41,192.99,11131,63,p123,c14
13-08-2018,30.73,599.26,12877,97,p123,c14
20-08-2018,31.46,545.77,16087,104,p123,c14
27-08-2018,35.12,1037.29,17877,94,p123,c14
03-09-2018,33.11,332.29,19511,98,p123,c14
10-09-2018,48.55,339.71,26820,136,p123,c14
17-09-2018,40.85,124.46,23580,120,p123,c14
24-09-2018,27.06,296.82,19517,96,p123,c14
01-10-2018,30.37,199.06,21465,106,p123,c14
08-10-2018,35.21,477.35,25453,99,p123,c14
15-10-2018,31.58,394.33,25928,102,p123,c14
22-10-2018,40.6,228.95,26974,111,p123,c14
29-10-2018,45.69,232.83,34101,139,p123,c14
05-11-2018,66.39,730.97,54795,186,p123,c14
12-11-2018,88.08,816.28,67276,252,p123,c14
19-11-2018,89.6,1245.98,104086,340,p123,c14
26-11-2018,59.05,917.66,70435,261,p123,c14
03-12-2018,56.52,1238.04,68947,231,p123,c14
10-12-2018,69.67,1592.4,82891,288,p123,c14
17-12-2018,56.96,1194.11,52434,200,p123,c14
24-12-2018,22.31,234.94,13608,67,p123,c14
01-01-2018,0,0,0,0,p124,c8
08-01-2018,0,0,0,0,p124,c8
15-01-2018,0,0,0,0,p124,c8
22-01-2018,0,0,0,0,p124,c8
29-01-2018,0,0,0,0,p124,c8
05-02-2018,0,0,0,0,p124,c8
12-02-2018,0,0,0,0,p124,c8
19-02-2018,0,0,0,0,p124,c8
26-02-2018,0,0,0,0,p124,c8
05-03-2018,0,0,0,0,p124,c8
12-03-2018,0,0,0,0,p124,c8
19-03-2018,0,0,0,0,p124,c8
26-03-2018,0,0,0,0,p124,c8
02-04-2018,0,0,0,0,p124,c8
09-04-2018,0,0,0,0,p124,c8
16-04-2018,0,0,0,0,p124,c8
23-04-2018,0,0,0,0,p124,c8
30-04-2018,0,0,0,0,p124,c8
07-05-2018,0,0,0,0,p124,c8
14-05-2018,0,0,0,0,p124,c8
17-12-2018,0.39,0,64,1,p124,c8
01-01-2018,61.5,240.58,24808,144,p125,c13
08-01-2018,42.86,141.95,16640,96,p125,c13
15-01-2018,36.64,146.21,18764,90,p125,c13
22-01-2018,37.9,214.95,13478,93,p125,c13
29-01-2018,8.5,124.27,3673,23,p125,c13
05-02-2018,0,0,0,0,p125,c13
12-02-2018,0,0,0,0,p125,c13
19-02-2018,0,0,0,0,p125,c13
26-02-2018,0,0,0,0,p125,c13
05-03-2018,0,0,0,0,p125,c13
12-03-2018,0,0,0,0,p125,c13
19-03-2018,15.3,52.27,5674,39,p125,c13
26-03-2018,39.43,256.31,22376,85,p125,c13
02-04-2018,5.6,135.52,2552,18,p125,c13
09-04-2018,7.59,38.5,2810,24,p125,c13
16-04-2018,9.69,39.46,4005,32,p125,c13
23-04-2018,12.85,81.31,6612,36,p125,c13
30-04-2018,47.46,227.62,15717,94,p125,c13
07-05-2018,15.54,96.53,6608,34,p125,c13
14-05-2018,8.41,182.95,3774,30,p125,c13
21-05-2018,12.09,71.96,4193,34,p125,c13
28-05-2018,13.75,128.88,5870,47,p125,c13
04-06-2018,11.61,215.81,5206,46,p125,c13
11-06-2018,11.39,210.63,5080,41,p125,c13
18-06-2018,20.44,227.87,9801,62,p125,c13
25-06-2018,44.57,451.36,22699,101,p125,c13
02-07-2018,34.43,349.21,21560,88,p125,c13
09-07-2018,19.07,68.27,14740,62,p125,c13
16-07-2018,23.38,364.19,29333,92,p125,c13
23-07-2018,24.54,406.22,12126,87,p125,c13
30-07-2018,12,34.28,5262,40,p125,c13
06-08-2018,19.62,185.6,6602,62,p125,c13
13-08-2018,28.66,281,9917,86,p125,c13
20-08-2018,28.59,310.8,11414,87,p125,c13
27-08-2018,23.08,363.06,13145,73,p125,c13
03-09-2018,31.36,376.93,17667,96,p125,c13
10-09-2018,27.53,429.48,18030,90,p125,c13
17-09-2018,35.9,344.92,24365,115,p125,c13
24-09-2018,28.47,293.3,17425,93,p125,c13
01-10-2018,29.68,244.32,18330,99,p125,c13
08-10-2018,37.61,391,20120,117,p125,c13
15-10-2018,38.95,249.93,26293,121,p125,c13
22-10-2018,41.64,314.91,37447,130,p125,c13
29-10-2018,60.43,439.81,59623,164,p125,c13
05-11-2018,96.55,776.31,65325,225,p125,c13
12-11-2018,90.36,480.53,52709,202,p125,c13
19-11-2018,123.19,1271.74,116714,359,p125,c13
26-11-2018,89.49,907.78,100378,296,p125,c13
03-12-2018,138.91,2028.69,180735,490,p125,c13
10-12-2018,132.09,1677.16,189621,462,p125,c13
17-12-2018,99.85,1488.82,90287,335,p125,c13
24-12-2018,64.4,771.07,39592,218,p125,c13
01-01-2018,0.52,138.57,733,3,p126,c15
08-01-2018,1.75,0,1688,6,p126,c15
15-01-2018,6.48,219.19,4013,21,p126,c15
22-01-2018,6.4,85.5,6576,22,p126,c15
29-01-2018,0,0,0,0,p126,c15
05-02-2018,0,0,0,0,p126,c15
26-03-2018,0.94,26.49,1482,5,p126,c15
02-04-2018,1.91,56.44,798,4,p126,c15
09-04-2018,6.67,248.46,1074,14,p126,c15
16-04-2018,3.36,83.93,758,8,p126,c15
30-04-2018,0.07,0,453,1,p126,c15
04-06-2018,2.36,103.75,1047,6,p126,c15
11-06-2018,2.57,9.65,546,7,p126,c15
18-06-2018,3.75,125.56,1046,7,p126,c15
25-06-2018,4.21,126.89,1620,9,p126,c15
09-07-2018,53.53,699.38,53989,98,p126,c15
16-07-2018,59.28,438.76,74330,105,p126,c15
23-07-2018,21.44,122.36,8257,41,p126,c15
30-07-2018,15.89,397.75,4956,32,p126,c15
06-08-2018,20.55,391.45,6064,46,p126,c15
13-08-2018,29.13,372.24,7237,58,p126,c15
20-08-2018,46.24,223.36,14840,90,p126,c15
27-08-2018,62.4,573.96,15687,92,p126,c15
03-09-2018,58.94,321.53,15935,84,p126,c15
10-09-2018,67.48,431.45,17204,106,p126,c15
17-09-2018,50.22,202.78,11007,82,p126,c15
24-09-2018,55.22,225.58,13667,86,p126,c15
01-10-2018,37.91,334.67,17454,69,p126,c15
08-10-2018,59.82,165.04,19808,98,p126,c15
15-10-2018,46.45,603.26,20423,84,p126,c15
22-10-2018,42.02,504.09,22866,69,p126,c15
29-10-2018,52.75,239.81,18441,84,p126,c15
05-11-2018,77.59,428.2,36757,122,p126,c15
12-11-2018,53.86,133.86,22664,84,p126,c15
19-11-2018,21.36,167.73,16280,46,p126,c15
26-11-2018,22.69,87.45,20994,55,p126,c15
03-12-2018,24.9,58.47,21538,53,p126,c15
10-12-2018,9.06,81.85,9077,20,p126,c15
17-12-2018,6.34,58.24,4969,14,p126,c15
01-01-2018,101.48,901.39,69571,386,p127,c15
08-01-2018,53.91,775.27,39086,258,p127,c15
15-01-2018,47.44,439.55,32691,216,p127,c15
22-01-2018,56.59,666.89,36641,253,p127,c15
29-01-2018,14.51,263.95,11416,59,p127,c15
05-02-2018,0,0,0,0,p127,c15
12-02-2018,0,0,0,0,p127,c15
19-02-2018,0,0,0,0,p127,c15
26-02-2018,0,0,0,0,p127,c15
05-03-2018,0,0,0,0,p127,c15
12-03-2018,0,0,0,0,p127,c15
19-03-2018,1.29,0,698,4,p127,c15
26-03-2018,7.08,126.64,4995,29,p127,c15
02-04-2018,29.31,301.14,19813,113,p127,c15
09-04-2018,74.12,687.97,29267,236,p127,c15
16-04-2018,62.05,785.58,15564,189,p127,c15
23-04-2018,59.85,728.36,20300,210,p127,c15
30-04-2018,55.75,763.09,34192,192,p127,c15
07-05-2018,50,530.57,30480,176,p127,c15
14-05-2018,50.47,893.08,23812,194,p127,c15
21-05-2018,62.39,805.16,42879,233,p127,c15
28-05-2018,68.41,868.25,52328,265,p127,c15
04-06-2018,80.25,1103.35,50826,270,p127,c15
11-06-2018,108.87,1164.58,51368,309,p127,c15
18-06-2018,168.48,1518.15,78405,446,p127,c15
25-06-2018,130.13,1501.94,70025,408,p127,c15
02-07-2018,104.49,1529.38,55588,367,p127,c15
09-07-2018,97.38,1577.07,37209,333,p127,c15
16-07-2018,95.97,1879.94,71237,360,p127,c15
23-07-2018,96.28,1408.3,51522,349,p127,c15
30-07-2018,91.05,1531.95,30474,344,p127,c15
06-08-2018,123.7,2249.95,58461,479,p127,c15
13-08-2018,173.96,2453.39,99530,660,p127,c15
20-08-2018,193.11,2350.58,101685,734,p127,c15
27-08-2018,163.16,2002.83,94310,629,p127,c15
03-09-2018,60.96,668.56,30832,235,p127,c15
10-09-2018,183.6,2275.43,121846,738,p127,c15
17-09-2018,205.28,2847.85,129863,829,p127,c15
24-09-2018,152.57,1368.41,101983,620,p127,c15
01-10-2018,166.51,2315.23,118877,652,p127,c15
08-10-2018,175.96,3036.29,121929,703,p127,c15
15-10-2018,209.26,2086.14,132650,855,p127,c15
22-10-2018,266.06,2914.06,171241,1002,p127,c15
29-10-2018,282.87,3080.33,183374,1003,p127,c15
05-11-2018,363.87,3761.59,290169,1404,p127,c15
12-11-2018,315.59,3885.17,227908,1113,p127,c15
19-11-2018,311.76,6288.96,878973,1466,p127,c15
26-11-2018,345.83,6866.88,296213,1449,p127,c15
03-12-2018,490.19,8001.74,500794,1913,p127,c15
10-12-2018,530.41,9679.2,550949,2038,p127,c15
17-12-2018,333.54,5216.71,336840,1234,p127,c15
24-12-2018,166.92,1939.71,122880,616,p127,c15
01-01-2018,0,0,0,0,p128,c9
08-01-2018,0,0,0,0,p128,c9
22-01-2018,0,0,0,0,p128,c9
19-02-2018,0,0,0,0,p128,c9
09-04-2018,0,0,0,0,p128,c9
16-04-2018,0,0,0,0,p128,c9
23-04-2018,0,0,0,0,p128,c9
07-05-2018,0,0,0,0,p128,c9
06-08-2018,0,0,0,0,p128,c9
01-01-2018,53.39,265.88,39601,199,p129,c13
08-01-2018,31.18,286.47,28959,153,p129,c13
15-01-2018,28.39,181.52,30790,156,p129,c13
22-01-2018,23.3,165.04,21309,122,p129,c13
29-01-2018,5.37,0,4457,26,p129,c13
05-02-2018,0,0,0,0,p129,c13
12-02-2018,0,0,0,0,p129,c13
19-02-2018,0,0,0,0,p129,c13
26-02-2018,0,0,0,0,p129,c13
05-03-2018,0,0,0,0,p129,c13
19-03-2018,16.12,184.79,1144,20,p129,c13
26-03-2018,67.76,205.8,21108,119,p129,c13
02-04-2018,45.38,449.33,28147,160,p129,c13
09-04-2018,48.8,845.67,26912,159,p129,c13
16-04-2018,39.55,392.2,21187,133,p129,c13
23-04-2018,34.2,355.13,21350,107,p129,c13
30-04-2018,44.07,383.39,20796,131,p129,c13
07-05-2018,28.54,275.54,12955,85,p129,c13
14-05-2018,23.88,217.82,9084,74,p129,c13
21-05-2018,18.62,149.21,3749,64,p129,c13
28-05-2018,22.43,248.9,3948,58,p129,c13
04-06-2018,28.41,236.63,4183,68,p129,c13
11-06-2018,26.24,309.77,8307,68,p129,c13
18-06-2018,71.99,237.41,20661,138,p129,c13
25-06-2018,60.22,418.58,11080,121,p129,c13
02-07-2018,108.45,328.3,11827,165,p129,c13
09-07-2018,63.11,150.47,8881,138,p129,c13
16-07-2018,31.17,482.74,9903,114,p129,c13
23-07-2018,37.87,774.31,8048,141,p129,c13
30-07-2018,61.48,644.07,16235,218,p129,c13
06-08-2018,84.93,1290.38,29856,283,p129,c13
13-08-2018,102.55,1310.96,42201,333,p129,c13
20-08-2018,127.65,1113.59,52566,448,p129,c13
27-08-2018,143.7,929.11,53934,473,p129,c13
03-09-2018,135.53,1207.6,62905,448,p129,c13
10-09-2018,134.8,843.23,53640,439,p129,c13
17-09-2018,136.09,988.33,48820,472,p129,c13
24-09-2018,86.99,652.91,28064,262,p129,c13
01-10-2018,90.18,1311.31,28328,287,p129,c13
08-10-2018,90.84,788.7,32975,310,p129,c13
15-10-2018,96.36,1029.7,34600,335,p129,c13
22-10-2018,126.58,767.44,49878,409,p129,c13
29-10-2018,199.62,954.49,79797,583,p129,c13
05-11-2018,229.63,1902.91,103827,640,p129,c13
12-11-2018,323.98,2438.37,113128,746,p129,c13
19-11-2018,321.35,3685.9,161845,1072,p129,c13
26-11-2018,382.46,4605.71,322675,1417,p129,c13
03-12-2018,607.42,7375.34,414343,2039,p129,c13
10-12-2018,698.24,7871.3,649391,2523,p129,c13
17-12-2018,431.78,4245.71,450551,1629,p129,c13
24-12-2018,135.07,1082.16,103640,483,p129,c13
01-01-2018,29.24,132.14,32707,103,p130,c13
08-01-2018,12.39,89.27,17645,66,p130,c13
15-01-2018,12.44,49.98,15675,64,p130,c13
22-01-2018,8.14,74.97,12248,51,p130,c13
29-01-2018,1.35,0,2908,10,p130,c13
05-02-2018,0,0,0,0,p130,c13
12-02-2018,0,0,0,0,p130,c13
19-02-2018,0,0,0,0,p130,c13
26-02-2018,0,0,0,0,p130,c13
05-03-2018,0,0,0,0,p130,c13
12-03-2018,0,0,0,0,p130,c13
19-03-2018,0,0,31,0,p130,c13
26-03-2018,4.17,89.93,6962,26,p130,c13
02-04-2018,0.41,24.99,2537,4,p130,c13
09-04-2018,1.84,0,1933,13,p130,c13
16-04-2018,1.52,33.78,1571,7,p130,c13
23-04-2018,1.66,82.78,1508,9,p130,c13
30-04-2018,10.87,134.94,6536,34,p130,c13
07-05-2018,18.15,226.31,11242,54,p130,c13
14-05-2018,21.73,84.96,17285,61,p130,c13
21-05-2018,20.91,192.12,18156,62,p130,c13
28-05-2018,37.84,291.85,33644,99,p130,c13
04-06-2018,49.95,382.06,46487,134,p130,c13
11-06-2018,57.49,291.72,40470,135,p130,c13
18-06-2018,40.2,280.98,32540,101,p130,c13
25-06-2018,16.9,78.58,22875,63,p130,c13
02-07-2018,23.02,24,34445,86,p130,c13
09-07-2018,17.1,212.23,28499,76,p130,c13
16-07-2018,24.9,184.89,34154,117,p130,c13
23-07-2018,18.7,109.37,25215,75,p130,c13
30-07-2018,9.21,84.28,6303,36,p130,c13
06-08-2018,12.44,24,6103,42,p130,c13
13-08-2018,14.39,119.96,6494,53,p130,c13
20-08-2018,19.06,38.99,7922,41,p130,c13
27-08-2018,22.53,119.59,7838,51,p130,c13
03-09-2018,36.78,323.29,8699,74,p130,c13
10-09-2018,20.89,143.19,9491,65,p130,c13
17-09-2018,12.61,71.52,9382,41,p130,c13
24-09-2018,13.98,95.36,9416,50,p130,c13
01-10-2018,25.08,131.06,11077,69,p130,c13
08-10-2018,27.86,114.52,14116,88,p130,c13
15-10-2018,34.43,167.12,13623,92,p130,c13
22-10-2018,33.16,235.26,16957,120,p130,c13
29-10-2018,26.19,231.95,19528,103,p130,c13
05-11-2018,31.52,177,28663,111,p130,c13
12-11-2018,39.01,302.66,31919,139,p130,c13
19-11-2018,75.21,813.2,81015,266,p130,c13
26-11-2018,98.13,935.21,125744,346,p130,c13
03-12-2018,172.58,2070.09,207389,553,p130,c13
10-12-2018,254.06,2807.09,287305,759,p130,c13
