Date,Units,Revenue,Inventory_Amount,Inventory_Units,Price,PID,CID
08-01-2018,66,1805.1,1313,,27.35,p47,c10
15-01-2018,52,1421.1,1249,,27.32884615,p47,c10
22-01-2018,74,2017.3,1273,,27.26081081,p47,c10
29-01-2018,76,2073.1,1207,,27.27763158,p47,c10
05-02-2018,80,2183.6,1140,,27.295,p47,c10
12-02-2018,60,1641,1052,,27.35,p47,c10
19-02-2018,67,1832.45,985,,27.35,p47,c10
26-02-2018,55,1504.5,900,,27.35454545,p47,c10
05-03-2018,71,1941.85,860,,27.35,p47,c10
12-03-2018,63,1723.05,793,,27.35,p47,c10
19-03-2018,128,3500.8,717,,27.35,p47,c10
26-03-2018,56,1531.6,648,,27.35,p47,c10
02-04-2018,40,1094,578,,27.35,p47,c10
09-04-2018,45,1230.75,551,,27.35,p47,c10
16-04-2018,59,1613.65,507,,27.35,p47,c10
23-04-2018,50,1367.5,459,,27.35,p47,c10
30-04-2018,57,1558.95,374,,27.35,p47,c10
07-05-2018,61,1668.35,320,,27.35,p47,c10
14-05-2018,51,1394.85,273,,27.35,p47,c10
21-05-2018,59,1613.65,209,,27.35,p47,c10
28-05-2018,51,1396.53,160,,27.38294118,p47,c10
04-06-2018,62,1697.27,81,,27.37532258,p47,c10
11-06-2018,40,1094,41,,27.35,p47,c10
18-06-2018,11,300.85,13,,27.35,p47,c10
25-06-2018,1,27.35,2,,27.35,p47,c10
02-07-2018,2,59.98,1,,29.99,p47,c10
20-08-2018,5,149.95,1,,29.99,p47,c10
27-08-2018,74,2219.26,36,,29.99,p47,c10
03-09-2018,68,2039.32,69,,29.99,p47,c10
10-09-2018,89,2669.11,138,,29.99,p47,c10
17-09-2018,122,3658.78,203,,29.99,p47,c10
24-09-2018,80,2399.2,566,,29.99,p47,c10
01-10-2018,41,1229.59,385,,29.99,p47,c10
08-10-2018,50,1499.5,733,,29.99,p47,c10
15-10-2018,41,1229.59,925,,29.99,p47,c10
22-10-2018,56,1684.44,1244,,30.07928571,p47,c10
29-10-2018,59,1789.41,1511,,30.32898305,p47,c10
05-11-2018,71,2129.29,1518,,29.99,p47,c10
12-11-2018,74,2219.26,1754,,29.99,p47,c10
19-11-2018,112,3358.88,1774,,29.99,p47,c10
26-11-2018,209,5990.41,2013,,28.6622488,p47,c10
03-12-2018,206,6170.44,1862,,29.95359223,p47,c10
10-12-2018,231,6927.69,1676,,29.99,p47,c10
17-12-2018,190,5698.1,1457,,29.99,p47,c10
24-12-2018,30,899.7,1237,,29.99,p47,c10
15-01-2018,1,27.99,2,,27.99,p48,c9
29-01-2018,1,27.99,1,,27.99,p48,c9
26-02-2018,1,27.99,4,,27.99,p48,c9
12-03-2018,2,49.98,3,,24.99,p48,c9
26-03-2018,1,21.99,1,,21.99,p48,c9
16-04-2018,1,21.99,2,,21.99,p48,c9
07-05-2018,1,21.99,0,,21.99,p48,c9
11-06-2018,1,27.99,2,,27.99,p48,c9
25-06-2018,1,27.99,1,,27.99,p48,c9
01-01-2018,31,309.69,,,9.99,p49,c12
08-01-2018,49,489.51,379,,9.99,p49,c12
15-01-2018,19,189.81,336,,9.99,p49,c12
22-01-2018,66,659.34,301,,9.99,p49,c12
29-01-2018,100,999,242,,9.99,p49,c12
05-02-2018,53,529.47,287,,9.99,p49,c12
12-02-2018,26,259.74,302,,9.99,p49,c12
19-02-2018,39,389.61,319,,9.99,p49,c12
26-02-2018,27,269.73,290,,9.99,p49,c12
05-03-2018,44,439.56,283,,9.99,p49,c12
12-03-2018,24,239.76,270,,9.99,p49,c12
19-03-2018,30,299.7,245,,9.99,p49,c12
26-03-2018,28,279.72,222,,9.99,p49,c12
02-04-2018,35,349.65,196,,9.99,p49,c12
09-04-2018,83,829.17,215,,9.99,p49,c12
16-04-2018,65,649.35,164,,9.99,p49,c12
23-04-2018,45,449.55,91,,9.99,p49,c12
30-04-2018,43,429.57,56,,9.99,p49,c12
07-05-2018,19,189.81,174,,9.99,p49,c12
14-05-2018,35,350.3,255,,10.00857143,p49,c12
21-05-2018,19,189.81,281,,9.99,p49,c12
28-05-2018,26,259.74,257,,9.99,p49,c12
04-06-2018,33,329.67,234,,9.99,p49,c12
11-06-2018,33,329.67,206,,9.99,p49,c12
18-06-2018,27,269.73,163,,9.99,p49,c12
25-06-2018,16,159.84,134,,9.99,p49,c12
02-07-2018,40,399.6,200,,9.99,p49,c12
09-07-2018,30,299.7,191,,9.99,p49,c12
16-07-2018,65,649.35,207,,9.99,p49,c12
23-07-2018,64,639.36,259,,9.99,p49,c12
30-07-2018,75,749.25,207,,9.99,p49,c12
06-08-2018,77,769.23,333,,9.99,p49,c12
13-08-2018,92,919.08,371,,9.99,p49,c12
20-08-2018,140,1398.6,370,,9.99,p49,c12
27-08-2018,189,1888.11,279,,9.99,p49,c12
03-09-2018,190,1898.1,213,,9.99,p49,c12
10-09-2018,177,1768.23,202,,9.99,p49,c12
17-09-2018,164,1638.36,372,,9.99,p49,c12
24-09-2018,130,1298.7,604,,9.99,p49,c12
01-10-2018,76,759.24,613,,9.99,p49,c12
08-10-2018,59,589.41,534,,9.99,p49,c12
15-10-2018,56,559.44,477,,9.99,p49,c12
22-10-2018,82,819.18,426,,9.99,p49,c12
29-10-2018,85,849.15,354,,9.99,p49,c12
05-11-2018,46,459.54,310,,9.99,p49,c12
12-11-2018,39,389.61,265,,9.99,p49,c12
19-11-2018,35,349.65,328,,9.99,p49,c12
26-11-2018,54,539.46,326,,9.99,p49,c12
03-12-2018,52,519.48,297,,9.99,p49,c12
10-12-2018,41,409.77,347,,9.994390244,p49,c12
17-12-2018,28,279.62,307,,9.986428571,p49,c12
24-12-2018,11,109,282,,9.909090909,p49,c12
15-01-2018,3,55.71,,,18.57,p50,c12
22-01-2018,1,18.57,0,,18.57,p50,c12
05-02-2018,2,37.41,13,,18.705,p50,c12
12-02-2018,2,37.14,19,,18.57,p50,c12
26-02-2018,7,129.99,16,,18.57,p50,c12
05-03-2018,3,55.71,11,,18.57,p50,c12
12-03-2018,4,74.28,6,,18.57,p50,c12
19-03-2018,10,186.54,22,,18.654,p50,c12
26-03-2018,1,18.99,17,,18.99,p50,c12
02-04-2018,2,37.98,15,,18.99,p50,c12
09-04-2018,7,132.93,30,,18.99,p50,c12
16-04-2018,5,94.95,26,,18.99,p50,c12
23-04-2018,3,52.69,22,,17.56333333,p50,c12
30-04-2018,12,199.55,18,,16.62916667,p50,c12
07-05-2018,3,46.47,21,,15.49,p50,c12
14-05-2018,2,30.8,24,,15.4,p50,c12
21-05-2018,7,107.8,36,,15.4,p50,c12
28-05-2018,3,46.62,36,,15.54,p50,c12
04-06-2018,5,77.54,34,,15.508,p50,c12
11-06-2018,8,124.32,28,,15.54,p50,c12
18-06-2018,12,186.48,22,,15.54,p50,c12
25-06-2018,3,46.62,9,,15.54,p50,c12
02-07-2018,5,79.48,23,,15.896,p50,c12
09-07-2018,7,109.59,44,,15.65571429,p50,c12
16-07-2018,13,205.18,57,,15.78307692,p50,c12
23-07-2018,10,155.4,46,,15.54,p50,c12
30-07-2018,4,62.16,42,,15.54,p50,c12
06-08-2018,10,155.4,58,,15.54,p50,c12
13-08-2018,12,186.48,53,,15.54,p50,c12
20-08-2018,10,155.4,54,,15.54,p50,c12
27-08-2018,37,574.98,51,,15.54,p50,c12
03-09-2018,21,326.34,60,,15.54,p50,c12
10-09-2018,52,808.08,53,,15.54,p50,c12
17-09-2018,31,481.85,41,,15.54354839,p50,c12
24-09-2018,17,264.18,24,,15.54,p50,c12
01-10-2018,17,264.18,34,,15.54,p50,c12
08-10-2018,11,170.94,46,,15.54,p50,c12
15-10-2018,7,108.78,109,,15.54,p50,c12
22-10-2018,10,155.4,135,,15.54,p50,c12
29-10-2018,7,108.78,168,,15.54,p50,c12
05-11-2018,12,186.48,184,,15.54,p50,c12
12-11-2018,8,124.32,200,,15.54,p50,c12
19-11-2018,11,170.94,195,,15.54,p50,c12
26-11-2018,11,170.94,189,,15.54,p50,c12
03-12-2018,12,186.48,176,,15.54,p50,c12
10-12-2018,11,184.24,162,,16.74909091,p50,c12
17-12-2018,8,147.92,183,,18.49,p50,c12
24-12-2018,5,89.82,174,,17.964,p50,c12
01-01-2018,40,611.6,,,15.29,p51,c6
08-01-2018,54,825.66,355,,15.29,p51,c6
15-01-2018,37,565.73,312,,15.29,p51,c6
22-01-2018,54,825.74,268,,15.29148148,p51,c6
29-01-2018,65,993.85,221,,15.29,p51,c6
05-02-2018,72,1100.88,230,,15.29,p51,c6
12-02-2018,34,519.86,287,,15.29,p51,c6
19-02-2018,38,581.02,307,,15.29,p51,c6
26-02-2018,38,581.02,286,,15.29,p51,c6
05-03-2018,53,810.37,255,,15.29,p51,c6
12-03-2018,50,764.5,242,,15.29,p51,c6
19-03-2018,59,902.11,184,,15.29,p51,c6
26-03-2018,58,886.82,216,,15.29,p51,c6
02-04-2018,50,764.5,177,,15.29,p51,c6
09-04-2018,50,764.5,146,,15.29,p51,c6
16-04-2018,60,917.4,95,,15.29,p51,c6
23-04-2018,43,657.47,96,,15.29,p51,c6
30-04-2018,74,1131.46,143,,15.29,p51,c6
07-05-2018,35,535.15,258,,15.29,p51,c6
14-05-2018,76,1162.04,226,,15.29,p51,c6
21-05-2018,74,1131.46,221,,15.29,p51,c6
28-05-2018,59,902.11,192,,15.29,p51,c6
04-06-2018,50,764.5,163,,15.29,p51,c6
11-06-2018,75,1146.75,107,,15.29,p51,c6
18-06-2018,38,581.02,154,,15.29,p51,c6
25-06-2018,33,504.57,180,,15.29,p51,c6
02-07-2018,26,397.65,127,,15.29423077,p51,c6
09-07-2018,36,550.44,237,,15.29,p51,c6
16-07-2018,33,504.57,267,,15.29,p51,c6
23-07-2018,38,581.02,266,,15.29,p51,c6
30-07-2018,45,744.58,263,,16.54622222,p51,c6
06-08-2018,37,683.23,354,,18.46567568,p51,c6
13-08-2018,71,1132.59,363,,15.95197183,p51,c6
20-08-2018,40,733.8,324,,18.345,p51,c6
27-08-2018,103,1753.47,321,,17.02398058,p51,c6
03-09-2018,95,1626.45,279,,17.12052632,p51,c6
10-09-2018,154,2354.66,313,,15.29,p51,c6
17-09-2018,104,1590.16,437,,15.29,p51,c6
24-09-2018,138,2110.02,443,,15.29,p51,c6
01-10-2018,56,856.24,393,,15.29,p51,c6
08-10-2018,51,779.79,419,,15.29,p51,c6
15-10-2018,43,657.47,388,,15.29,p51,c6
22-10-2018,48,733.92,385,,15.29,p51,c6
29-10-2018,50,788,449,,15.76,p51,c6
05-11-2018,32,616.18,445,,19.255625,p51,c6
12-11-2018,48,733.92,447,,15.29,p51,c6
19-11-2018,40,611.51,408,,15.28775,p51,c6
26-11-2018,44,672.99,381,,15.29522727,p51,c6
03-12-2018,60,917.4,402,,15.29,p51,c6
10-12-2018,50,764.5,389,,15.29,p51,c6
17-12-2018,38,581.02,346,,15.29,p51,c6
24-12-2018,14,214.06,336,,15.29,p51,c6
01-01-2018,44,1049.4,,,23.85,p52,c6
08-01-2018,35,909.55,186,,25.98714286,p52,c6
15-01-2018,24,719.31,172,,29.97125,p52,c6
22-01-2018,17,509.83,148,,29.99,p52,c6
29-01-2018,22,659.78,135,,29.99,p52,c6
05-02-2018,14,420.19,148,,30.01357143,p52,c6
12-02-2018,17,510.2,175,,30.01176471,p52,c6
19-02-2018,17,488.85,174,,28.75588235,p52,c6
26-02-2018,23,662.97,157,,28.82478261,p52,c6
05-03-2018,15,396.25,135,,26.41666667,p52,c6
12-03-2018,18,513.02,122,,28.50111111,p52,c6
19-03-2018,17,496.43,103,,29.20176471,p52,c6
26-03-2018,18,439.32,104,,24.40666667,p52,c6
02-04-2018,20,465.8,91,,23.29,p52,c6
09-04-2018,18,420.3,54,,23.35,p52,c6
16-04-2018,40,931.81,42,,23.29525,p52,c6
23-04-2018,20,465.8,18,,23.29,p52,c6
30-04-2018,16,372.64,24,,23.29,p52,c6
07-05-2018,20,465.8,123,,23.29,p52,c6
14-05-2018,15,349.35,142,,23.29,p52,c6
21-05-2018,11,256.19,134,,23.29,p52,c6
28-05-2018,8,186.32,126,,23.29,p52,c6
04-06-2018,15,349.35,117,,23.29,p52,c6
11-06-2018,19,442.51,110,,23.29,p52,c6
18-06-2018,14,326.06,90,,23.29,p52,c6
25-06-2018,24,558.96,80,,23.29,p52,c6
02-07-2018,12,280.68,60,,23.39,p52,c6
09-07-2018,21,489.09,99,,23.29,p52,c6
16-07-2018,15,349.35,95,,23.29,p52,c6
23-07-2018,10,232.9,84,,23.29,p52,c6
30-07-2018,17,395.93,97,,23.29,p52,c6
06-08-2018,19,442.51,151,,23.29,p52,c6
13-08-2018,38,885.31,157,,23.29763158,p52,c6
20-08-2018,23,535.67,120,,23.29,p52,c6
03-09-2018,10,232.9,104,,23.29,p52,c6
10-09-2018,44,1024.76,209,,23.29,p52,c6
17-09-2018,31,721.99,244,,23.29,p52,c6
24-09-2018,32,745.28,260,,23.29,p52,c6
01-10-2018,23,535.67,286,,23.29,p52,c6
08-10-2018,35,815.15,265,,23.29,p52,c6
15-10-2018,19,442.51,244,,23.29,p52,c6
22-10-2018,22,512.38,206,,23.29,p52,c6
29-10-2018,19,442.51,222,,23.29,p52,c6
05-11-2018,17,395.93,232,,23.29,p52,c6
12-11-2018,14,326.06,243,,23.29,p52,c6
19-11-2018,19,442.51,231,,23.29,p52,c6
26-11-2018,17,395.93,215,,23.29,p52,c6
03-12-2018,34,791.86,197,,23.29,p52,c6
10-12-2018,16,372.64,164,,23.29,p52,c6
17-12-2018,23,535.67,173,,23.29,p52,c6
24-12-2018,4,93.16,165,,23.29,p52,c6
01-01-2018,41,734.98,,,17.92634146,p53,c5
08-01-2018,42,753.38,425,,17.93761905,p53,c5
15-01-2018,42,752.38,347,,17.91380952,p53,c5
22-01-2018,57,1027.92,341,,18.03368421,p53,c5
29-01-2018,36,653.64,282,,18.15666667,p53,c5
05-02-2018,25,446.5,285,,17.86,p53,c5
12-02-2018,22,394.84,308,,17.94727273,p53,c5
19-02-2018,31,562.34,293,,18.14,p53,c5
26-02-2018,21,377.1,226,,17.95714286,p53,c5
05-03-2018,25,449.14,225,,17.9656,p53,c5
12-03-2018,30,555.9,212,,18.53,p53,c5
19-03-2018,26,462.92,181,,17.80461538,p53,c5
26-03-2018,27,509.06,163,,18.85407407,p53,c5
02-04-2018,20,355.65,168,,17.7825,p53,c5
09-04-2018,16,286.64,151,,17.915,p53,c5
16-04-2018,18,313.02,126,,17.39,p53,c5
23-04-2018,24,441.7,105,,18.40416667,p53,c5
30-04-2018,39,707.05,79,,18.12948718,p53,c5
07-05-2018,38,685.53,53,,18.04026316,p53,c5
14-05-2018,95,1846.61,46,,19.438,p53,c5
21-05-2018,104,2020.25,59,,19.42548077,p53,c5
28-05-2018,117,2372.86,105,,20.2808547,p53,c5
04-06-2018,37,725.6,39,,19.61081081,p53,c5
11-06-2018,91,1634.06,44,,17.9567033,p53,c5
18-06-2018,66,1191.91,293,,18.05924242,p53,c5
25-06-2018,120,2306.1,432,,19.2175,p53,c5
02-07-2018,86,1653.51,340,,19.22686047,p53,c5
09-07-2018,83,1552.96,354,,18.71036145,p53,c5
16-07-2018,258,4889.74,310,,18.95248062,p53,c5
23-07-2018,122,2240.47,162,,18.3645082,p53,c5
30-07-2018,102,1809.72,88,,17.74235294,p53,c5
06-08-2018,112,2023.26,616,,18.06482143,p53,c5
13-08-2018,161,2861.05,968,,17.77049689,p53,c5
20-08-2018,161,2815.72,1030,,17.4889441,p53,c5
27-08-2018,344,5997.54,1161,,17.4347093,p53,c5
03-09-2018,336,5897.48,1059,,17.55202381,p53,c5
10-09-2018,239,4161.25,1141,,17.41108787,p53,c5
17-09-2018,212,3695.8,1220,,17.43301887,p53,c5
24-09-2018,247,4226.09,1315,,17.10967611,p53,c5
01-10-2018,108,1888.2,1276,,17.48333333,p53,c5
08-10-2018,101,1786.29,1196,,17.6860396,p53,c5
15-10-2018,82,1438.49,1110,,17.54256098,p53,c5
22-10-2018,158,2809.07,1103,,17.77892405,p53,c5
29-10-2018,101,1782.88,963,,17.65227723,p53,c5
05-11-2018,122,2125.22,904,,17.41983607,p53,c5
12-11-2018,85,1491.34,760,,17.54517647,p53,c5
19-11-2018,89,1568.04,720,,17.61842697,p53,c5
26-11-2018,112,1956.75,662,,17.47098214,p53,c5
03-12-2018,89,1559.86,633,,17.52651685,p53,c5
10-12-2018,92,1612.58,634,,17.52804348,p53,c5
17-12-2018,80,1393.94,553,,17.42425,p53,c5
24-12-2018,30,528.22,623,,17.60733333,p53,c5
01-01-2018,5,98.85,,,19.77,p54,c12
08-01-2018,11,217.47,83,,19.77,p54,c12
15-01-2018,10,198.2,76,,19.82,p54,c12
22-01-2018,13,257.01,63,,19.77,p54,c12
29-01-2018,5,98.85,48,,19.77,p54,c12
05-02-2018,7,138.39,76,,19.77,p54,c12
12-02-2018,15,296.55,75,,19.77,p54,c12
19-02-2018,16,316.87,56,,19.804375,p54,c12
26-02-2018,11,217.47,52,,19.77,p54,c12
05-03-2018,17,336.09,58,,19.77,p54,c12
12-03-2018,5,98.85,60,,19.77,p54,c12
19-03-2018,18,355.86,54,,19.77,p54,c12
26-03-2018,3,59.31,44,,19.77,p54,c12
02-04-2018,22,434.94,53,,19.77,p54,c12
09-04-2018,6,118.62,49,,19.77,p54,c12
16-04-2018,21,415.17,47,,19.77,p54,c12
23-04-2018,3,59.31,40,,19.77,p54,c12
30-04-2018,2,39.54,44,,19.77,p54,c12
07-05-2018,8,158.16,65,,19.77,p54,c12
14-05-2018,5,98.85,61,,19.77,p54,c12
21-05-2018,18,355.86,64,,19.77,p54,c12
28-05-2018,11,217.47,57,,19.77,p54,c12
04-06-2018,23,454.71,49,,19.77,p54,c12
11-06-2018,8,158.16,25,,19.77,p54,c12
18-06-2018,6,118.62,30,,19.77,p54,c12
25-06-2018,12,237.24,35,,19.77,p54,c12
02-07-2018,4,79.06,32,,19.765,p54,c12
09-07-2018,15,296.55,66,,19.77,p54,c12
16-07-2018,22,436.06,64,,19.82090909,p54,c12
23-07-2018,5,98.85,57,,19.77,p54,c12
30-07-2018,13,257.01,52,,19.77,p54,c12
06-08-2018,19,376.35,74,,19.80789474,p54,c12
13-08-2018,40,790.8,121,,19.77,p54,c12
20-08-2018,45,889.65,93,,19.77,p54,c12
27-08-2018,41,810.91,125,,19.77829268,p54,c12
03-09-2018,17,336.09,124,,19.77,p54,c12
10-09-2018,16,316.32,100,,19.77,p54,c12
17-09-2018,23,454.71,145,,19.77,p54,c12
24-09-2018,24,474.48,219,,19.77,p54,c12
01-10-2018,7,138.39,200,,19.77,p54,c12
08-10-2018,8,158.16,203,,19.77,p54,c12
15-10-2018,6,118.62,341,,19.77,p54,c12
22-10-2018,9,177.93,315,,19.77,p54,c12
29-10-2018,7,138.39,369,,19.77,p54,c12
05-11-2018,5,98.85,365,,19.77,p54,c12
12-11-2018,15,296.55,360,,19.77,p54,c12
19-11-2018,2,44.18,345,,22.09,p54,c12
26-11-2018,7,174.93,346,,24.99,p54,c12
03-12-2018,8,189.02,338,,23.6275,p54,c12
10-12-2018,5,104.78,332,,20.956,p54,c12
17-12-2018,8,168.25,326,,21.03125,p54,c12
24-12-2018,4,84.24,318,,21.06,p54,c12
01-01-2018,17,186.83,,,10.99,p55,c12
08-01-2018,40,439.6,216,,10.99,p55,c12
15-01-2018,10,109.9,175,,10.99,p55,c12
22-01-2018,35,384.65,168,,10.99,p55,c12
29-01-2018,40,439.6,131,,10.99,p55,c12
05-02-2018,30,329.7,68,,10.99,p55,c12
12-02-2018,18,197.82,202,,10.99,p55,c12
19-02-2018,21,230.79,220,,10.99,p55,c12
26-02-2018,49,538.51,184,,10.99,p55,c12
05-03-2018,46,505.54,154,,10.99,p55,c12
12-03-2018,45,494.55,135,,10.99,p55,c12
19-03-2018,50,549.5,125,,10.99,p55,c12
26-03-2018,31,340.69,182,,10.99,p55,c12
02-04-2018,19,208.81,191,,10.99,p55,c12
09-04-2018,31,340.69,217,,10.99,p55,c12
16-04-2018,52,571.48,176,,10.99,p55,c12
23-04-2018,27,393.33,122,,14.56777778,p55,c12
30-04-2018,21,317.19,108,,15.10428571,p55,c12
07-05-2018,14,212.78,187,,15.19857143,p55,c12
14-05-2018,12,182.28,216,,15.19,p55,c12
21-05-2018,9,136.71,213,,15.19,p55,c12
28-05-2018,11,167.09,211,,15.19,p55,c12
04-06-2018,7,106.33,200,,15.19,p55,c12
11-06-2018,7,106.33,193,,15.19,p55,c12
18-06-2018,5,74.75,186,,14.95,p55,c12
25-06-2018,3,45.57,183,,15.19,p55,c12
02-07-2018,6,84.07,178,,14.01166667,p55,c12
09-07-2018,14,187.84,172,,13.41714286,p55,c12
16-07-2018,9,120.78,160,,13.42,p55,c12
23-07-2018,19,246.89,153,,12.99421053,p55,c12
30-07-2018,8,103.92,131,,12.99,p55,c12
06-08-2018,40,519.6,121,,12.99,p55,c12
13-08-2018,20,259.8,83,,12.99,p55,c12
20-08-2018,11,142.89,89,,12.99,p55,c12
27-08-2018,19,246.81,115,,12.99,p55,c12
03-09-2018,40,524,152,,13.1,p55,c12
10-09-2018,14,217.46,133,,15.53285714,p55,c12
17-09-2018,11,175.09,188,,15.91727273,p55,c12
24-09-2018,83,1320.77,205,,15.91289157,p55,c12
01-10-2018,33,484.27,173,,14.67484848,p55,c12
08-10-2018,8,116.56,146,,14.57,p55,c12
15-10-2018,19,276.83,132,,14.57,p55,c12
22-10-2018,22,320.54,119,,14.57,p55,c12
29-10-2018,12,174.84,179,,14.57,p55,c12
05-11-2018,9,131.13,223,,14.57,p55,c12
12-11-2018,10,145.7,233,,14.57,p55,c12
19-11-2018,4,58.9,245,,14.725,p55,c12
26-11-2018,8,116.56,241,,14.57,p55,c12
03-12-2018,4,58.28,233,,14.57,p55,c12
10-12-2018,4,58.28,230,,14.57,p55,c12
17-12-2018,5,72.85,225,,14.57,p55,c12
24-12-2018,23,335.11,222,,14.57,p55,c12
01-01-2018,1,97.6,,,97.6,p56,c6
08-01-2018,1,97.6,13,,97.6,p56,c6
22-01-2018,1,109.99,12,,109.99,p56,c6
05-02-2018,1,109.99,11,,109.99,p56,c6
19-02-2018,1,99.38,10,,99.38,p56,c6
05-03-2018,1,96.61,9,,96.61,p56,c6
26-03-2018,1,94.74,8,,94.74,p56,c6
09-04-2018,1,97.24,7,,97.24,p56,c6
14-05-2018,1,97.24,6,,97.24,p56,c6
21-05-2018,4,388.96,5,,97.24,p56,c6
04-06-2018,3,291.72,1,,97.24,p56,c6
11-06-2018,1,97.24,2,,97.24,p56,c6
18-06-2018,1,97.8,9,,97.8,p56,c6
02-07-2018,3,291.72,8,,97.24,p56,c6
09-07-2018,1,97.24,9,,97.24,p56,c6
23-07-2018,1,97.8,8,,97.8,p56,c6
06-08-2018,1,97.24,15,,97.24,p56,c6
20-08-2018,1,89.29,14,,89.29,p56,c6
01-01-2018,87,934.3,,,10.73908046,p57,c6
08-01-2018,134,1437.97,469,,10.7311194,p57,c6
15-01-2018,126,1352.5,434,,10.73412698,p57,c6
22-01-2018,101,1181.58,286,,11.69881188,p57,c6
29-01-2018,67,845.71,229,,12.62253731,p57,c6
05-02-2018,66,857.43,427,,12.99136364,p57,c6
12-02-2018,46,597.54,559,,12.99,p57,c6
19-02-2018,147,1909.58,563,,12.99034014,p57,c6
26-02-2018,47,588.48,471,,12.52085106,p57,c6
05-03-2018,116,1279.98,370,,11.03431034,p57,c6
12-03-2018,106,1167.51,294,,11.01424528,p57,c6
19-03-2018,191,2057.29,234,,10.77115183,p57,c6
26-03-2018,92,1013.46,378,,11.01586957,p57,c6
02-04-2018,135,1485.23,345,,11.0017037,p57,c6
09-04-2018,57,627.25,200,,11.00438596,p57,c6
16-04-2018,110,1215.79,335,,11.05263636,p57,c6
23-04-2018,141,1553.56,387,,11.01815603,p57,c6
30-04-2018,58,639.16,307,,11.02,p57,c6
07-05-2018,77,856.57,441,,11.12428571,p57,c6
14-05-2018,49,629.45,533,,12.84591837,p57,c6
21-05-2018,40,520.16,586,,13.004,p57,c6
28-05-2018,49,636.51,644,,12.99,p57,c6
04-06-2018,37,481.46,605,,13.01243243,p57,c6
11-06-2018,28,363.72,563,,12.99,p57,c6
18-06-2018,36,469.32,548,,13.03666667,p57,c6
25-06-2018,38,493.62,511,,12.99,p57,c6
02-07-2018,53,688.47,487,,12.99,p57,c6
09-07-2018,53,688.47,455,,12.99,p57,c6
16-07-2018,51,662.61,436,,12.99235294,p57,c6
23-07-2018,43,558.57,448,,12.99,p57,c6
30-07-2018,70,910.16,411,,13.00228571,p57,c6
06-08-2018,96,1243.8,395,,12.95625,p57,c6
13-08-2018,114,1376.43,303,,12.07394737,p57,c6
20-08-2018,119,1426.99,262,,11.99151261,p57,c6
03-09-2018,38,455.62,567,,11.99,p57,c6
10-09-2018,277,3321.23,551,,11.99,p57,c6
17-09-2018,157,1882.43,476,,11.99,p57,c6
24-09-2018,145,1738.55,829,,11.99,p57,c6
01-10-2018,89,1067.11,620,,11.99,p57,c6
08-10-2018,71,848.89,799,,11.95619718,p57,c6
15-10-2018,89,1026.61,896,,11.53494382,p57,c6
22-10-2018,96,1104.96,1147,,11.51,p57,c6
29-10-2018,94,1081.94,1297,,11.51,p57,c6
05-11-2018,78,897.78,1224,,11.51,p57,c6
12-11-2018,84,966.84,1433,,11.51,p57,c6
19-11-2018,78,897.78,1419,,11.51,p57,c6
26-11-2018,188,2165.2,1407,,11.51702128,p57,c6
03-12-2018,157,1807.21,1357,,11.51089172,p57,c6
10-12-2018,189,2175.39,1305,,11.51,p57,c6
17-12-2018,180,2071.8,1174,,11.51,p57,c6
24-12-2018,47,540.97,1031,,11.51,p57,c6
01-01-2018,5,259.9,,,51.98,p58,c6
08-01-2018,1,51.98,115,,51.98,p58,c6
15-01-2018,11,569.58,124,,51.78,p58,c6
22-01-2018,6,298.68,114,,49.78,p58,c6
29-01-2018,10,503.38,107,,50.338,p58,c6
05-02-2018,4,210.28,95,,52.57,p58,c6
12-02-2018,2,105.44,92,,52.72,p58,c6
19-02-2018,2,105.14,92,,52.57,p58,c6
26-02-2018,6,315.42,86,,52.57,p58,c6
05-03-2018,5,262.85,83,,52.57,p58,c6
19-03-2018,6,315.42,79,,52.57,p58,c6
26-03-2018,3,157.71,75,,52.57,p58,c6
02-04-2018,4,210.28,73,,52.57,p58,c6
09-04-2018,5,262.85,69,,52.57,p58,c6
16-04-2018,11,578.27,62,,52.57,p58,c6
23-04-2018,10,525.7,52,,52.57,p58,c6
30-04-2018,5,238.69,53,,47.738,p58,c6
07-05-2018,13,571.96,91,,43.99692308,p58,c6
14-05-2018,5,215.36,114,,43.072,p58,c6
21-05-2018,13,554.58,107,,42.66,p58,c6
28-05-2018,11,469.26,97,,42.66,p58,c6
04-06-2018,15,639.9,87,,42.66,p58,c6
11-06-2018,23,981.18,70,,42.66,p58,c6
18-06-2018,13,554.69,70,,42.66846154,p58,c6
25-06-2018,15,639.9,74,,42.66,p58,c6
02-07-2018,19,810.86,84,,42.67684211,p58,c6
09-07-2018,42,1861.2,99,,44.31428571,p58,c6
16-07-2018,46,1971.45,116,,42.8576087,p58,c6
23-07-2018,30,1280.22,77,,42.674,p58,c6
30-07-2018,32,1365.12,47,,42.66,p58,c6
06-08-2018,44,1877.04,133,,42.66,p58,c6
13-08-2018,52,2218.24,117,,42.65846154,p58,c6
20-08-2018,49,2090.34,112,,42.66,p58,c6
27-08-2018,82,3498.12,134,,42.66,p58,c6
03-09-2018,77,3284.82,215,,42.66,p58,c6
10-09-2018,83,3540.78,206,,42.66,p58,c6
17-09-2018,80,3412.8,226,,42.66,p58,c6
24-09-2018,48,2235.09,194,,46.564375,p58,c6
01-10-2018,21,982.02,166,,46.76285714,p58,c6
